latitude,longitude
49.27449,-123.03915
49.26156,-123.14305
49.26615,-123.16606
49.26584,-123.15036
49.2884,-123.12605
49.23139,-123.15835
49.28389,-123.10265
49.25421,-123.09876
49.23272,-123.13075
49.28435,-123.13874
49.28097,-123.06788
49.29373,-123.13452
49.24404,-123.10111
49.23527,-123.09903
49.2622,-123.14579
49.25407,-123.09567
49.28072,-123.12483
49.25852,-123.10447
49.27848,-123.12038
49.26316,-123.04757
49.22338,-123.03558
49.26463,-123.16143
49.24156,-123.04932
49.24196,-123.04993
49.27379,-123.06237
49.28152,-123.11645
49.23602,-123.12417
49.26571,-123.13241
49.27387,-123.05153
49.2802,-123.06112
49.25915,-123.14504
49.23745,-123.09745
49.25147,-123.16079
49.27668,-123.06058
49.28261,-123.1029
49.26769,-123.16714
49.26697,-123.04348
49.22267,-123.03604
49.2557,-123.04582
49.2832,-123.10252
49.284,-123.1336
49.26404,-123.10546
49.27636,-123.11982
49.21446,-123.11432
49.21424,-123.11441
49.2127,-123.11602
49.22845,-123.11504
49.28264,-123.11427
49.27957,-123.13028
49.28343,-123.10689
49.28264,-123.11427
49.26906,-123.06129
49.28263473510742,-123.11427307128906
49.28264,-123.11427
49.24551,-123.08933
49.27929,-123.10709
49.24188,-123.05401
49.26985,-123.06766
49.25959,-123.18791
49.22671,-123.11416
49.27813,-123.07205
49.2271,-123.05468
49.23973,-123.16704
49.27568,-123.06916
49.28111,-123.05747
49.27897,-123.12625
49.26339,-123.12186
49.26564,-123.10106
49.2792,-123.09849
49.28097,-123.10959
49.2728,-123.07355
49.28002,-123.11053
49.28264,-123.11427
49.26431,-123.12104
49.27609,-123.12527
49.26027,-123.1263
49.25089,-123.09095
49.27979,-123.12022
49.27524,-123.13415
49.27442,-123.05392
49.27811,-123.13095
49.27461,-123.13082
49.2318,-123.09747
49.2833,-123.12769
49.26024,-123.12837
49.26968,-123.06175
49.26892,-123.18535
49.27713,-123.13408
49.28186,-123.10567
49.26489,-123.15048
49.28744,-123.12688
49.23138,-123.10445
49.25331,-123.11395
49.25863,-123.15985
49.24988,-123.1038
49.23965,-123.04831
49.2326,-123.08251
49.23937,-123.04057
49.27906,-123.1088
49.26718,-123.16534
49.2466,-123.13585
49.26993,-123.16528
49.2935,-123.13451
49.2788,-123.07913
49.27927,-123.12548
49.25976,-123.12793
49.27836,-123.12485
49.26845,-123.09534
49.26831,-123.10523
49.27754,-123.11257
49.28407,-123.12277
49.24513,-123.10495
49.287,-123.13204
49.28254,-123.06454
49.28212,-123.12293
49.22584,-123.13769
49.24185,-123.08763
49.27976,-123.11119
49.27889,-123.12168
49.28603,-123.12555
49.25446,-123.08276
49.28124,-123.1093
49.24122,-123.09628
49.28724,-123.05085
49.25503,-123.08026
49.23358,-123.03156
49.25518,-123.19295
49.26978,-123.09867
49.27991,-123.10717
49.2599,-123.18294
49.25683,-123.06639
49.23744,-123.16207
49.27305,-123.06801
49.26313,-123.1719
49.28731,-123.04954
49.26933,-123.18303
49.23638,-123.10714
49.29204,-123.04948
49.27411,-123.04884
49.27665,-123.11686
49.25487,-123.07811
49.27833,-123.12059
49.27991,-123.12494
49.28034,-123.12509
49.22366,-123.14858
49.26177,-123.12674
49.28939,-123.12581
49.28133,-123.0634
49.27559,-123.12718
49.27951,-123.12739
49.25985,-123.12696
49.26045,-123.12819
49.29108,-123.04144
49.276791,-123.091484
49.25459,-123.04589
49.281,-123.12565
49.26163,-123.12813
49.25501,-123.0714
49.27823,-123.08676
49.2694,-123.03996
49.28104,-123.109
49.28815,-123.13616
49.26553,-123.12651
49.2789,-123.08859
49.25537,-123.19077
49.2865,-123.13401
49.28525,-123.13404
49.27911,-123.11714
49.29075,-123.04071
49.26578,-123.09339
49.25133,-123.06182
49.23591,-123.07813
49.25852,-123.0697
49.26182,-123.12821
49.26146,-123.12623
49.2603,-123.07149
49.27268,-123.12848
49.27759,-123.08576
49.26226,-123.20874
49.24757,-123.10317
49.26175,-123.08837
49.2839,-123.04736
49.2531,-123.08731
49.26172,-123.13058
49.27265,-123.10265
49.261452,-123.098
49.27189,-123.12569
49.24684,-123.08154
49.27714,-123.09881
49.26017,-123.12838
49.22451,-123.0597
49.26204,-123.12803
49.27401,-123.14656
49.27899,-123.12323
49.28021,-123.12512
49.27646,-123.04581
49.20875,-123.11862
49.25962,-123.18928
49.25403,-123.11908
49.25229,-123.0525
49.24287,-123.1536
49.266361236572266,-123.11125946044922
49.25162,-123.05272
49.27906,-123.12552
49.24853,-123.13645
49.26965,-123.18132
49.27962,-123.12405
49.2316,-123.0628
49.28572,-123.13395
49.27446,-123.15086
49.26001,-123.12607
49.27433,-123.1261
49.21007,-123.12755
49.2827,-123.13875
49.24699,-123.1379
49.2331,-123.09868
49.28573,-123.12514
49.27732,-123.12063
49.24639,-123.10578
49.26288,-123.06293
49.27657,-123.12347
49.260679888094806,-123.1664723587952
49.26878,-123.10078
49.27919,-123.06538
49.28081,-123.12517
49.24178,-123.17688
49.24032,-123.10135
49.25985,-123.12793
49.26146,-123.12646
49.26746,-123.18358
49.23871,-123.1462
49.27985,-123.08039
49.24922,-123.10643
49.28082,-123.10843
49.27341,-123.09975
49.28642,-123.1341
49.27071,-123.06682
49.27384567260742,-123.12692260742188
49.28464672849994,-123.14188066372996
49.26986,-123.10616
49.27384567260742,-123.12692260742188
49.2336,-123.10971
49.27502,-123.12715
49.27384567260742,-123.12692260742188
49.27384567260742,-123.12692260742188
49.27384567260742,-123.12692260742188
49.27539,-123.13316
49.27574,-123.03745
49.22509,-123.03591
49.27024,-123.10181
49.28389,-123.11562
49.2324,-123.15844
49.23498,-123.09053
49.28518,-123.13326
49.24988,-123.0721
49.26873,-123.10876
49.2546,-123.12656
49.26652,-123.18185
49.29039,-123.12458
49.23802,-123.12828
49.26844,-123.109
49.27079,-123.10741
49.26513,-123.16712
49.25512,-123.09454
49.26417,-123.16089
49.22203,-123.11669
49.26163,-123.12808
49.26158,-123.12615
49.22481,-123.11777
49.2733,-123.15572
49.28244,-123.08245
49.24891,-123.09959
49.28032,-123.05944
49.2778,-123.12404
49.2867,-123.12599
49.2343,-123.10811
49.28861,-123.12006
49.26837,-123.15531
49.28327,-123.11642
49.25533,-123.18469
49.24308,-123.17209
49.26175,-123.09172
49.25544,-123.11016
49.24531,-123.09538
49.276779,-123.091438
49.27955,-123.12056
49.26242,-123.17828
49.23098,-123.03564
49.28614,-123.12327
49.24895,-123.09842
49.27914,-123.12078
49.26881,-123.21097
49.27193,-123.10172
49.27873,-123.10729
49.24881,-123.04398
49.23357,-123.17007
49.27097,-123.18327
49.2125,-123.11411
49.21422,-123.11421
49.26299,-123.20275
49.28182,-123.10361
49.2886,-123.12313
49.28629,-123.125
49.27972,-123.06113
